InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonS3,Amazon Simple Storage Service,"Amazon Web Services, Inc.",Requests-Tier1,,830894,"$0.01 per 1,000 PUT, COPY, POST, or LIST requests",1/1/13 0:00,1/31/13 23:59,82,,USD,0.01,0,0,None,0.01
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",CW:MetricMonitorUsage,MetricStorage,893566,$0.00 per metric-month - first 10 metrics,1/1/13 0:00,1/31/13 23:59,1.56317169,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",USW2-CW:Requests,,894291,"$0.00 per request - first 1,000,000 requests",1/1/13 0:00,1/31/13 23:59,3,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",CW:Requests,,893722,"$0.00 per request - first 1,000,000 requests",1/1/13 0:00,1/31/13 23:59,21,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",ElasticIP:Remap,,893202,$0.00 per Elastic IP address remap - first 100 remaps / month,1/1/13 0:00,1/31/13 23:59,1,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",BoxUsage:t1.micro,RunInstances,894174,$0.020 per Micro Instance (t1.micro) instance-hour (or partial hour),1/1/13 0:00,1/31/13 23:59,167,,USD,3.34,0,0,None,3.34
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",EBS:SnapshotUsage,,893800,$0.095 per GB-Month of snapshot data stored,1/1/13 0:00,1/31/13 23:59,0.58730492,,USD,0.06,0,0,None,0.06
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Regional-Bytes,,800009,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using IPs or ELB,1/1/13 0:00,1/31/13 23:59,0.00000157,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",USW1-CW:Requests,,894456,"$0.00 per request - first 1,000,000 requests",1/1/13 0:00,1/31/13 23:59,3,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",APS2-CW:Requests,,893281,"$0.00 per request - first 1,000,000 requests",1/1/13 0:00,1/31/13 23:59,3,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",APS1-CW:Requests,,893895,"$0.00 per request - first 1,000,000 requests",1/1/13 0:00,1/31/13 23:59,3,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",SAE1-CW:Requests,,895277,"$0.00 per request - first 1,000,000 requests",1/1/13 0:00,1/31/13 23:59,3,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",EBS:VolumeIOUsage,,894657,$0.10 per 1 million I/O requests,1/1/13 0:00,1/31/13 23:59,15832,,USD,0.01,0,0,None,0.01
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",APN1-CW:Requests,,894326,"$0.00 per request - first 1,000,000 requests",1/1/13 0:00,1/31/13 23:59,3,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonS3,Amazon Simple Storage Service,"Amazon Web Services, Inc.",Requests-Tier2,,830905,"$0.01 per 10,000 GET and all other requests",1/1/13 0:00,1/31/13 23:59,110,,USD,0.01,0,0,None,0.01
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,800053,$0.000 per GB - first 1 GB of data transferred out per month,1/1/13 0:00,1/31/13 23:59,0.00024175,,USD,0,0,0,None,0
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",EBS:VolumeUsage,,893641,$0.10 per GB-month of provisioned storage,1/1/13 0:00,1/31/13 23:59,1.79569923,,USD,0.18,0,0,None,0.18
27006087,REDACTED,,PayerLineItem,6E+17,1/1/13 0:00,1/31/13 23:59,2/3/13 14:42,Eucalyptus Systems,,"6755 Hollister Ave Suite 200, Goleta, CA, 93117, US",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",Requests-Tier1,,796877,"First 100,000 Amazon SNS API Requests per month are free",1/1/13 0:00,1/31/13 23:59,916,,USD,0,0,0,None,0
