2017-01-19 17:36:27,533 [main] DEBUG com.amazonaws.AmazonWebServiceClient -  Internal logging succesfully configured to commons logger: true
2017-01-19 17:36:27,638 [main] DEBUG com.amazonaws.metrics.AwsSdkMetrics -  Admin mbean registered under com.amazonaws.management:type=AwsSdkMetrics
2017-01-19 17:36:27,992 [main] INFO  com.eucalyptus.s3tester.aws.AwsSdkPutter -  Putting file /Users/jonathan/dev/s3-tester/target/test-classes/ExampleObject.txt
2017-01-19 17:36:28,046 [main] DEBUG com.amazonaws.auth.AWSCredentialsProviderChain -  Unable to load credentials from EnvironmentVariableCredentialsProvider: Unable to load AWS credentials from environment variables (AWS_ACCESS_KEY_ID (or AWS_ACCESS_KEY) and AWS_SECRET_KEY (or AWS_SECRET_ACCESS_KEY))
2017-01-19 17:36:28,046 [main] DEBUG com.amazonaws.auth.AWSCredentialsProviderChain -  Unable to load credentials from SystemPropertiesCredentialsProvider: Unable to load AWS credentials from Java system properties (aws.accessKeyId and aws.secretKey)
2017-01-19 17:36:28,059 [main] DEBUG com.amazonaws.auth.AWSCredentialsProviderChain -  Loading credentials from com.amazonaws.auth.profile.ProfileCredentialsProvider@53045c6c
2017-01-19 17:36:28,062 [main] DEBUG com.amazonaws.request -  Sending Request: PUT http://s3.b-01.autoqa.qa1.eucalyptus-systems.com:8773 /jonathan-test/foo.txt Headers: (User-Agent: aws-sdk-java/1.11.22 Mac_OS_X/10.10.5 Java_HotSpot(TM)_64-Bit_Server_VM/25.25-b02/1.8.0_25, amz-sdk-invocation-id: 6bc57919-84cc-c676-186f-c183fbca9b6f, Content-Length: 281095, Content-MD5: cGcxeTE9K4qlSpCw/qoh1Q==, Content-Type: text/plain, ) 
2017-01-19 17:36:28,100 [main] DEBUG com.amazonaws.auth.AWS4Signer -  AWS4 Canonical Request: '"PUT
/jonathan-test/foo.txt

amz-sdk-invocation-id:6bc57919-84cc-c676-186f-c183fbca9b6f
amz-sdk-retry:0/0/500
content-length:281450
content-md5:cGcxeTE9K4qlSpCw/qoh1Q==
content-type:text/plain
host:s3.b-01.autoqa.qa1.eucalyptus-systems.com:8773
user-agent:aws-sdk-java/1.11.22 Mac_OS_X/10.10.5 Java_HotSpot(TM)_64-Bit_Server_VM/25.25-b02/1.8.0_25
x-amz-content-sha256:STREAMING-AWS4-HMAC-SHA256-PAYLOAD
x-amz-date:20170120T013628Z
x-amz-decoded-content-length:281095

amz-sdk-invocation-id;amz-sdk-retry;content-length;content-md5;content-type;host;user-agent;x-amz-content-sha256;x-amz-date;x-amz-decoded-content-length
STREAMING-AWS4-HMAC-SHA256-PAYLOAD"
2017-01-19 17:36:28,100 [main] DEBUG com.amazonaws.auth.AWS4Signer -  AWS4 String to Sign: '"AWS4-HMAC-SHA256
20170120T013628Z
20170120/b-01/s3/aws4_request
037e88ecf2051b0fd2e8508870b9e2faff537654a7fa122d966c000f275efd68"
2017-01-19 17:36:28,101 [main] DEBUG com.amazonaws.auth.AWS4Signer -  Generating a new signing key as the signing key not available in the cache for the date 1484870400000
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "PUT /jonathan-test/foo.txt HTTP/1.1[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "Host: s3.b-01.autoqa.qa1.eucalyptus-systems.com:8773[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "x-amz-content-sha256: STREAMING-AWS4-HMAC-SHA256-PAYLOAD[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "Authorization: AWS4-HMAC-SHA256 Credential=AKIAADEYA6LITQWF7FFL/20170120/b-01/s3/aws4_request, SignedHeaders=amz-sdk-invocation-id;amz-sdk-retry;content-length;content-md5;content-type;host;user-agent;x-amz-content-sha256;x-amz-date;x-amz-decoded-content-length, Signature=89626bfa21c29edd93c753ca8eb921553e169211b96837962248837aafea782f[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "X-Amz-Date: 20170120T013628Z[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "User-Agent: aws-sdk-java/1.11.22 Mac_OS_X/10.10.5 Java_HotSpot(TM)_64-Bit_Server_VM/25.25-b02/1.8.0_25[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "amz-sdk-invocation-id: 6bc57919-84cc-c676-186f-c183fbca9b6f[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "x-amz-decoded-content-length: 281095[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "amz-sdk-retry: 0/0/500[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "Content-MD5: cGcxeTE9K4qlSpCw/qoh1Q==[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "Content-Type: text/plain[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "Content-Length: 281450[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "20000;chunk-signature=3044fe730b02a49fa446dbee1fa157b5b33f5ac25c2f8a4783ae216590b16858[\r][\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc tortor metus, sagittis eget augue ut,[\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "feugiat vehicula risus. Integer tortor mauris, vehicula nec mollis et, consectetur eget tortor. In ut[\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "elit sagittis, ultrices est ut, iaculis turpis. In hac habitasse platea dictumst. Donec laoreet tellus[\n]"
2017-01-19 17:36:28,322 [main] DEBUG org.apache.http.wire -  http-outgoing-0 >> "at auctor tempus. Praesent nec diam sed urna sollicitudin vehicula eget id est. Vivamus sed laoreet[\n]"
