2014-04-09 04:13:01.765+0000: 7170: info : libvirt version: 0.10.2, package: 29.el6_5.7 (CentOS BuildSystem <http://bugs.centos.org>, 2014-04-07-07:42:04, c6b9.bsys.dev.centos.org)
2014-04-09 04:13:01.765+0000: 7170: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 04:13:01.792+0000: 7170: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 04:13:01.819+0000: 7170: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 04:13:01.845+0000: 7170: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 04:13:01.872+0000: 7170: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 19:27:59.464+0000: 7170: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 19:28:45.079+0000: 504: info : libvirt version: 0.10.2, package: 29.el6_5.7 (CentOS BuildSystem <http://bugs.centos.org>, 2014-04-07-07:42:04, c6b9.bsys.dev.centos.org)
2014-04-09 19:28:45.079+0000: 504: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 19:28:45.101+0000: 504: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 19:28:45.126+0000: 504: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 19:28:45.151+0000: 504: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 19:28:45.176+0000: 504: error : virNetSocketReadWire:1194 : End of file while reading data: Input/output error
2014-04-09 19:39:35.218+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:39:35.279+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:40:15.314+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:41:06.238+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:41:06.348+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:41:06.548+0000: 504: error : virSecurityDACRestoreSecurityFileLabel:344 : cannot resolve symlink /disk1/storage/eucalyptus/instances/work/AID6H1GZXP6EQSJS8X3LL/i-5debd713/link-to-sda: No such file or directory
2014-04-09 19:41:06.548+0000: 504: error : virSecurityDACRestoreSecurityFileLabel:344 : cannot resolve symlink /disk1/storage/eucalyptus/instances/work/AID6H1GZXP6EQSJS8X3LL/i-5debd713/link-to-sdb: No such file or directory
2014-04-09 19:41:06.548+0000: 504: error : virSecurityDACRestoreSecurityFileLabel:344 : cannot resolve symlink /disk1/storage/eucalyptus/instances/work/AID6H1GZXP6EQSJS8X3LL/i-5debd713/console.log: No such file or directory
2014-04-09 19:41:21.817+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:41:21.895+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:42:27.912+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:42:28.297+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:42:38.420+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:42:38.487+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:44:08.973+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:44:09.173+0000: 504: error : virSecurityDACRestoreSecurityFileLabel:344 : cannot resolve symlink /disk1/storage/eucalyptus/instances/work/AID6H1GZXP6EQSJS8X3LL/i-75afe096/link-to-sda: No such file or directory
2014-04-09 19:44:09.173+0000: 504: error : virSecurityDACRestoreSecurityFileLabel:344 : cannot resolve symlink /disk1/storage/eucalyptus/instances/work/AID6H1GZXP6EQSJS8X3LL/i-75afe096/link-to-sdb: No such file or directory
2014-04-09 19:44:09.173+0000: 504: error : virSecurityDACRestoreSecurityFileLabel:344 : cannot resolve symlink /disk1/storage/eucalyptus/instances/work/AID6H1GZXP6EQSJS8X3LL/i-75afe096/console.log: No such file or directory
2014-04-09 19:44:09.333+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:44:12.924+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:44:13.215+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:45:50.296+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:45:50.422+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:45:52.950+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:45:53.290+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:47:03.880+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
2014-04-09 19:47:03.944+0000: 504: error : qemuMonitorIO:614 : internal error End of file from monitor
